,0,1,2,3,4,5,6
1445,블루 캐모마일 히알루로닉 수분 크림,진숙8150,55세,중성,여,3,스킨푸드제품 많이 사용하고 즐겨쓰던 화장품 수분크림은 처음으로 사용했는데 그냥그랬어요 가격대비 크게 좋은것은 못느껴어요
1446,블루 캐모마일 히알루로닉 수분 크림,사랑하는토토누나,45세,민감성,여,3,여름철 크림으로 사용하시게 적당한 재형이면서 흡수력도 좋은편입니다. 피부를 좀더 밝게 맑게 잡아주는듯합니다. 가격대는있는데 할인할때사면 좀 저렴해요
1447,블루 캐모마일 히알루로닉 수분 크림,CHANEL,27세,복합성,여,3,물떡크림이라고 할 정도는 아닌듯.. 속건조를 생각보다 못 잡아주고 수분감이 부족해요 크림 바르기 전에 어떤 앰플을 발라봐도 금방 건조해져요 제일 마음에 안 들었던 점은 매트 쿠션을 바르던 글로우 쿠션을 바르던 피부표현을 하나같이 매트하고 살짝 푸석하게 만들어놔서 윤곽 뚜렷한 사람도 플랫한 인상으로 만들어버림..ㅋㅋㅋ 저라면 다른 수분크림을 살래요. 화잘먹 크림까지는 아닌듯 살짝 답답한 막을 형성시키는 그 느낌도 맘에 들지 않음 ㅜ
1448,블루 캐모마일 히알루로닉 수분 크림,앗싸호랑나비,24세,복합성,여,3,솔직히 좀 아쉬웠어요 수분이나 보습이나 복합성인 제 피부에선 부족하게 느껴졌어요. 그래서 그런지 화장전사용했을때 각질을 충분히 눌러주지 못하는 느낌이었습니다. 그냥 무난한 자극없는 크림 같아요. 조금 더 더워지면 잘사용할수 있을 것 같습니다.
1449,블루 캐모마일 히알루로닉 수분 크림,potato99,32세,민감성,여,3,수분그림 필요해서 내돈내산했습니다 피부가 많이 예민한편인데 뒤집어지는거없었어요 뾰루지난곳에 바르면 조금 진정되는거같기도해요 대신 개인적으로 피부가조금 답답한느낌이들어서 낮에는 적당량바르고 밤에 많이 발라보려구요
1450,블루 캐모마일 히알루로닉 수분 크림,예린전예린,18세,복합성,여,3,저는 복합성 피부로 볼은 약간 건조한편이고 날씨가 더워지면 피존 의 유분이 약간 올라오는 피부 입니다. 스킨푸드 블루 캐모마일 히알루로닉 수분 크림을 사용해 보면서 날씨가 더워지는 여름에는 약간 답답할 수도 있겠다 라는 생각을 했습니다. 건조한 볼에는 괜찮았지만 이마랑 코에는 약간 보습 막이 씌워진 것처럼 많은 양을 바르면 기름 질 수도 있겠다 라는 생각을 했습니다. 화장전에 바르면 잘 흡수 시키면 괜찮겠지만 조금이라도 흡수를 잘 못 시키면 위에 떠도는 보습 막기 위에 베이스와 섞여서 밀릴 수도 있을 것 같다 라는 생각을 하였습니다.  얇은 패키지와 튜브 타입 원터치 뚜껑은 굉장히 편했습니다 볼 쪽에만 사용할 것 같습니다
1451,블루 캐모마일 히알루로닉 수분 크림,온실속화초,27세,지성,여,3,마녀공장 판토테인 크림하고 제형이 비슷하고요  피부에 요철이 있거나 거친 경우엔 스무스 하게 발리진 않을것같아요 제형은 묽은 타입은 아니고 꾸덕한것도 아니고 살짝 리치한 정도입니다 제 피부엔 화잘먹 크림까진 아닌거같구요 보습은 제기준엔 솔직히 그냥 그런것같아요 제가 수부지라 그런것같네요ㅠ
1452,리얼 히알루로닉 100 크림,융징닝엥용,24세,민감성,여,5,촉촉하고 매끄럽게 발려요! 같은 라인에 앰플이랑 발라주면 촉촉탱글 시너지 왕좋슴당
1453,리얼 히알루로닉 100 크림,힘드렀돠,34세,건성,여,3,"같은 라인 토너는 물토너라 수분감은 없지만 여름이라 부담 없이 잘 사용했는데 함께 사용하려고 구매한 이 크림은 잘 안 맞네요 ㅜㅜ 저는 끈적이는 거 싫어하는 건성이라 차라리 가벼운 제품 여러 번 바르는 편이고, 이 제품은 너무 꾸덕하고 답답했어요 수분감은 적당히 있는 것 같아요 건성이라 그런지 와 개쩐다 촉촉하다 이런 느낌보다는 약간 무겁고 밀리는 느낌이었어요"
1454,리얼 히알루로닉 100 크림,김빽걸,35세,민감성,여,5,미니사이즈 샘플로 받아서 써보고 좋아서 본품 구매해서 한통 다 비운 제품이에요. 웰라쥬 앰플도 오랫동안 재구매하면서 잘써왔는데 이제품도 재구매 할거에요. 웰라쥬 제품이 저한테 너무 잘맞아요.
1455,리얼 히알루로닉 100 크림,미끈매끈,30세,민감성,여,4,피부에 수분이 부족한 것 같아서 리들샷 후에 발라줬는데 다음날 피부가 좋아보이더라고요! 웰라쥬 앰플도 그렇고 크림도 그렇고 무난하면서도 수분 충전에 효과적인 제품같아요~ 향도 거의 없고 발림성도 부드러워서 추천합니다ㅎㅎ
1456,리얼 히알루로닉 100 크림,최고진유유유,30세,복합성,여,5,크림이 유분감이 적당하고 보습막을 덮어주는거 같아 좋아요 이거 바르고 기름종이로 속건조가 느껴지는 곳 크림 팩 해주면 너무 좋아요
1457,리얼 히알루로닉 100 크림,최현갱,24세,지성,여,5,보습력 장난 아니고 속건조 잡아줌 진성보다는 복합성이나 속건조 심한 사람이 쓰기에 좋음. 나는 진성인데 속건조 심해서 가끔씩 써줌
1458,리얼 히알루로닉 100 크림,ERICA,24세,건성,여,4,럭키드로우/ 꾸덕이 버터같은 질감의 유분80수분20의 크림! 근데 무겁진 않아요. 부드러운 유분막을 씌우는 느낌이지만 답답하거나 기름광은 없습니다. 피부위에 묵직하게 남아 있는 느낌없이 빠르게 흡수되고 유분막만 남깁니다. 흡수가 빨라서 비교적 가벼운 사용감인거 같기도 하지만 속건조잡는데는 크게 도움될 것 같진 않아요. 개인적으론 그전 단계 보습을 실링하는데 더 도움될 것 같습니다. 
1459,리얼 히알루로닉 100 크림,여쿨라17호^.^,15세,복합성,여,5,샘플로 한번 쓰고 좋아서 본품을 산 제품이에요! 저는 원래 샘플을 쓰고 너무 좋아서 본품을 산 적은 없었는데  이건 밤에 바르고 아침에 보면 피부가 너무 좋아서 살 수밖에 없었어요…! 다른 크림들과는 다르게 제형에서 끈적임이나 무거운 느낌이 없어서 좋았던거같아요! 그리고 이거 쓰고 다음날은 피부화장도 더 이쁘게 표현된거같아용
1460,리얼 히알루로닉 100 크림,판다s,22세,복합성,여,5,저녁용 보습 크림 보단 아침용으로 화장 전에 추천 제형은 샤벳제형인데 수분이 터지는 느낌
1461,리얼 히알루로닉 100 크림,글로리#fS746K,26세,건성,여,5,보습이 진짜 짱짱합니다 처음 발랐을때는 그저그런데? 싶었지만 몇일간 바르고 나서 메이크업을 하고 나면 이걸 발랐을때 진짜 속보습을 잘 잡아준다고 느낍니다  강추!!! 지금 한달째 사용하였는데 재구매의사 있습니다 메이크업시 밀리지도 않습니다
1462,리얼 히알루로닉 100 크림,r므,25세,복합성,여,5,웰라쥬 크림 샘플로 써봤는데 보습이 진짜 좋아요 촉촉하니 자극없고 끈적임도 없어서 사용하기 좋은 거 같아요 여름보다는 겨울에 사용하면 건조할 일이 없을 거 같아요!!
1463,리얼 히알루로닉 100 크림,beauty_luv,18세,지성,여,5,웰라쥬 제품 너어무 좋아하는 사람인데 이 제품도 완전 만족했어요! 꾸덕한 제형이라 소량만 사용해도 좋았어요! 화장 전에 사용하면 피부 수분을 잘 채워줘서 피부가 말랑말랑? 하게 해준답니다! 수분 고민 있으신 분들께 완전 추천합니다 
1464,리얼 히알루로닉 100 크림,쿵푸엄마,33세,민감성,여,5,엄청부드럽게 발려요 여기 앰플쓰고 이거 바르면 시너지 굿굿
1465,리얼 히알루로닉 100 크림,안넝ㅎ,32세,복합성,여,5,여름보다는 봄 가을 겨울에 바르기 좋을듯해요~~~제가 생각햇던 가벼운 수분젤크림 제형은 아니엇어요! 말그대로 수분보습크림 입니다! 너무 무겁지는않고 딱 여름빼고는 발라주기 좋을것같아요!!!
1466,리얼 히알루로닉 100 크림,Erini,30세,지성,여,5,꾸덕한 하얀 크림 타입입니다. 향도 거의 없는편이라 향기에 예민하신 분들도 무난하게 사용할수있습니다. 가벼운 느낌은 아니기에 보습이 집중적으로 필요한 겨울이나 가을때 사용하는게 제일 좋을거 같습니다. 건성 피부에 제일 적합할거같고 지성인분들은 소량으로만 바르시는걸 추천합니다
1467,리얼 히알루로닉 100 크림,고삼차,18세,건성,여,5,요 라인 패드 앰플 크림까지 재재재구매하고 있습니다:) 특히나 크림은 앰플보다 더 많이 쟁이고 있구용 저는 건성이긴 한데 앰플 특유의 흡수되기 까지의 시간을 별로 좋아하지 않아 크림을 선호 했는데요!! 웰라쥬는 달랐습니다.!.! 앰플도 끈적끈적보다는 촉쫀한 느낌이고 크림은 정말 혁명 입니다.. 자기 전에 요 크림 하나만 발라도 충분합니다. 여행 가면 다른 스킨 케어 제품보다 이 백점크림 하나 챙깁니다.. 그 정도로 올케어가 가능한 제품이라는 말입니다!! 나는 스킨케어 순서를 모르겠거나 많이 바르는 것을 별로 좋아하지 않는다!? 하면 바로 요 크림으로 정착하시면 되겠습니다;)
1468,리얼 히알루로닉 100 크림,gusdl7030,26세,복합성,여,5,"코, 이마는 지성이지만 볼과 턱은 건성인 복합성 피부예요 한여름에는 괜찮은데 다른 계절에는 어떤 제품을 써도 볼이 건조할때가 많은데요ㅠ 이 제품을 바르면 절대 건조하지 않고 촉촉해요! 그리고 화장하기 전에 발라도 밀리는게 전혀 없어서 너무 좋아요 무향인 것도 좋음 이번 봄에는 볼이 건조하다 못해 홍조가 생겼었는데 요 제품 딱 일주일 써주고 사라졌어요"
1469,리얼 히알루로닉 100 크림,신또네,31세,건성,여,5,수부지인 저한테 딱인 제품이였어요 예민하고 수부지여서 자고 일어나면 건조한데 그런느낌이하나도 없어서 좋고 끈적임이 많이 없어서 좋습니다👍 동생도 예민한 피부인데 같이 썼는데 좋다고 제꺼 쓰더니 구매했어요👍👍
1470,리얼 히알루로닉 100 크림,칙촉한초코칩,23세,복합성,여,5,수분 채워주기 좋은 크림이에요 무겁지않고 특히 끈적이지 않아 좋아요
1471,리얼 히알루로닉 100 크림,Roslynl,21세,민감성,여,5,수분크림 그 자체 수분 젤 크림 아니고 수분 크림 이 닉값 그대로 납득되는 제품력 처음에는 좀 띡한가 싶은데 펴바르면서 스르륵 촉촉하게 발리는 발림성과 제형에 반했고 피부 수분 딱 채워주는 느낌에 꾸준히 사용하고있습니다   기본적인 피부 수분 채워주기 좋습니다  웰라쥬 히알루로닉 라인으로 기초 맞춰서 쓰는데 마무리감 약간 실키해서 더 좋았어요  아침 저녁 상관없이 사용하기 좋은 제형이라 수분 크림 찾는다면 무조건 추천합니다  쿨링감이 있거나 진정효과를 기대한다기보다  수분 토너로 길 열고 수분세럼 넣고 그 다음 보호막을 또 수분 크림으로 마무리하는 루틴이 잡히면  피부 건조해서 나던 좁쌀 금방 잡혀서 좋더라고요  좁쌀 고민이신 수부지 피부 ㄹㅇ 강추 
1472,리얼 히알루로닉 100 크림,노마쉬먀,33세,복합성,여,5,무난한 로션이에요. 흐르지는 않지만 너무 무겁지 않아 피부에 잘 스며들고 향이 없는점이 좋아요 한여름을 제외하고는 기본템으로 사용하기에 아주 적절한 로션이에요.
1473,리얼 히알루로닉 100 크림,햄츄츄,27세,복합성,여,3,정말 적당히 괜찮은 제품! 유분감은 크게 느껴지지는 않지만 그렇다고 수분만 있는 가볍디 가벼운 제형은 아니에요. 메이크업 전 얇게 바를 수분크림으로 괜찮은 것 같아요
1474,리얼 히알루로닉 100 크림,콩두찡베,29세,건성,여,4,웰라쥬 세럼을 잘 썼어서 크림도 구매해봤어요. 두개를 같이 쓰니까 속부터 촉촉함을 잘 채워주는 것 같아요 무난하게 쓰기 좋아서 만족!
1475,리얼 히알루로닉 100 크림,바토,28세,건성,여,4,웰라쥬 히알루로닉 라인에 맞게 수분감 넘치는 크림 제형 마무리감도 적당히 산뜻하며 수분감 넘쳐요 여름에는 아무래도 너무 보습감이 넘치면 오히려 트러블이 올라오는데 이건 딱 적당합니다 요 라인들 가격도 착해서 더더더 좋아요 발림감도 부드럽게 잘 되고 흡수도 빠릅니다 추천
1476,리얼 히알루로닉 100 크림,귤박스,29세,건성,여,5,"수분크림의 정석 같은 느낌이에요! 저는 유분기가 정말 안맞는 피부라 수분 위주 + 위생 때문에 단지형이 아닌 튜브형 크림을 찾다가 이 제품을 쓰게 되었는데, 지금 3개 째 쓰고습니다. 자기 전에 듬뿍 올려서 자면 거의 수분팩 한 것 처럼 피부가 촉촉해져서 만족스럽습니다. 강추!"
1477,리얼 히알루로닉 100 크림,2004.,25세,복합성,여,5,기름지지 않고 수분만 딱 채워줍니다 피부가 쫀쫀해지구요! 무엇보다 화장 전에써도 밀리지 않고 잘 먹게 해줘서 좋아요 크림 유목민이였는데 계속 살 거 같아용
1478,리얼 히알루로닉 100 크림,영쥬미,30세,건성,여,4,유명한 엠플 만큼 크림도 보습력 대박이에요ㅠㅠ 앰플 말고 이것만 발라도 촉촉해요!
1479,리얼 히알루로닉 100 크림,쥬쥬뿅뿅,32세,지성,여,1,이거 왜 랭킹 높은거져 민감성 절대절대 평 좋다고 사용하지마세요. 성분ㅜㅜ  1개라도 안맞는 성분있으면 사용하면 안되나봐요 이거 쓰고 ㄷ다음날 왕뾰루지 올라왔어요. 웰라쥬 앰플이랑 같이썼는데 둘다 문제인것같아요
1480,리얼 히알루로닉 100 크림,dudal87,37세,건성,여,5,재구매의사있어요 처음접해본 브랜드인데 히알루론산크림찾다가 리뷰가좋고 가격이 넘착해서 반신반의로 구매해봤는데 넘좋은데요?피부가 여름이지만 수분감이 너무부족해서 메이크업해도 각질일어나서 넘보기싫었는데 피부가 이거바르고나니까 쫜쫜해졌달까 컨디션이 급좋아져서 기분좋아요 잘쓸게요
1481,리얼 히알루로닉 100 크림,화장품이너무좋아서탈,22세,복합성,여,4,"수딩 크림 같은 찰랑찰랑 촉촉한 제형이 아니고, 좀 힘 있는 제형이에요. 그래서 수딩 크림에서 나오는 쿨링감 같은 건 별로 없어요. 하지만 대신에 보습감이 더 느껴지는 것 같아요. 그래서 저는 여름보다는 겨울에 더 손이 잘 가는 것 같아요.   다른 수분크림들도 마찬가지겠지만, 양조절 중요해요. 다른 수분크림들은 양조절 잘못하면 번들거리고 그러는데, 이거는 그런다기보다눈 마무리감이 두껍고 겉도는 식으로 나타나요. 겉이 실크처럼 부들거리면서 마무리되는 크림이라 더 이런 식이 되는 것 같아요. 그래서 화장 전에는 완전 양조절 신경써야 해요. 안 그러면 베이스 밀착력이 좀 떨어질 수 있어요. "
1482,리얼 히알루로닉 100 크림,신스,31세,복합성,여,4,큰단점없이 적당히 가볍고 적당히촉촉해요. 피부트러블도 나지않고 순한편입니다. 아토피있는 제동생에게도 하나사줬는데 무난하게잘쓰고있어요. 여름엔 조금 무거울까 싶긴한데  막 쓰기에좋아요. 저는 시카라인이 좀더 잘맞긴했습니다
1483,리얼 히알루로닉 100 크림,으키키요,25세,지성,여,5,제형은 되직한 느낌인데 피부에 펴 바르면 부드러운 제형에 무겁지않고 끈적임 없이 수분감이 꽉  차있는 느낌! 매끄럽게 마무리되면서 쿨링감도 있고  시원해요! 향도 무향이라 좋아요!! 
1484,리얼 히알루로닉 100 크림,joydeedee,31세,복합성,여,4,"여름청 가볍게 바르기 좋움 수분크림입니다. 겨울철에 발랐을 때에는 효과를 별로 못보고 수분감이 적고 건조함을 느꼈는데, 지금처럼 더운날 바르기에 딱 적절해요. 바르고 시간이 지나도 기름기가 적고 적당히 촉촉해서 유수분 조절이 되는 것을 경험했습니다."
1485,리얼 히알루로닉 100 크림,도미솔,31세,복합성,여,5,"메이크업전에 발라도 밀림없이 잘 쓰고있어요 너무 수분도, 너무 유분도 아닌 딱 유수분밸런스 적절히피부에 얹어져서 잘 쓰고 있는 수분크림이예요. 제형감도 수부지에게도 건성에게도 모두 적당할 것 같아요 다가오는 여름철 수분크림으로도추천합니다"
1486,리얼 히알루로닉 100 크림,sh_219,27세,민감성,여,4,집에 있을 때만 발라요. 아침 세안하고 건조해지지않게 발라놓기는 좋음 근데 메이크업 하는 날 바르기엔 얘만 바르면 모공부각에 금방 무너지고 화장 난리나서 안바릅니다. 민감성에도 자극없습니다.
1487,리얼 히알루로닉 100 크림,맹구맹구맹맹맹,29세,민감성,여,4,무난템. 유수분 밸런스 안맞으면 여드름도 문제지만 얼굴피부가 점점 아파져서 진정앰플 ㅡ 수분크림 ㅡ 비ㅇ텐연고 바름. 그 중 수분크림으로 사용했던 것들 중 이 제품이 저렴하고 무난함.
1488,리얼 히알루로닉 100 크림,0cute,22세,복합성,여,5,"🩵 단점이 없어서 가장 좋은 무난한 크림 🩵  에x트라는 촉촉함이 금방 날아가면서 살짝 건조하고 모공 막는 성분이 들어있어서 트러블 나는건가 찝찝했는데, 얘는 이거 하나로도 충분할 정도로 촉촉해요. 쿠팡에서 엄청 저렴하게 구매했는데 제 피부랑 잘 맞아서 너무 좋아요🥹🥹"
1489,리얼 히알루로닉 100 크림,전주대가,33세,복합성,여,3,"#내돈내산 #끈적임NO  피부 타입: 건성 민감성 제품 용량: 50ml x 2ea 사용 계졀: 4계절  *구매 동기 및 경로 같은 라인의 웰라쥬 히알루로닉 앰플이 워~낙 유명해서 크림은 어떤지 올리브영 매장에서 할인기간에 구매하였음. 현재 올리브영 어플에서 1+1 더블기획으로 no할인가 39000원임.  *제품 사용 후기 우선, 은은한 하늘빛 컬러에 꾸덕한 제형임. 그래서 발림성은 조금 떨어짐. 엄지손톱만큼 손등에 짜서 피부에 도포하면 흡수력는 살짝 애매하지만, 끈적임없이 마무리됨. 레이어링해도 끈적임 전혀 없었음. 이러한 특징때문에 베이스 메이크업이 전혀 뭉치거나 밀리지 않고 착붙으로 올라갔음!! 바른 직후에는 얇은 막이 형성된 것처럼 보습감이 느껴졌고, 근데 다음날에 피부가 특별히 개선됫다고 느끼기엔 어려웠음. 그리고 제품 2개 모두 사용해봐도 속건조나 속보습을 해결해주지는 않았음. 웰라쥬 같은 라인의 앰플하고도 같이 사용해봤는데, 같이 사용하면 피부결이 좀 더 매끄러워지는게 느껴지긴 하나, 특별한 시너지 효과를 볼 수 있다는 건 아니고 그냥 무난했음.  제품 용기는 튜브 타입으로 끝까지 꾹꾹 짜서 사용할 수 있음."
1490,리얼 히알루로닉 100 크림,안녕하시냥,19세,복합성,여,5,웰라쥬.. 기대없이 쓰게 된 브랜든데 그래서 그렁가 너무 기대이상임 앰플 잘 쓰고 잇다면 꼭 사세요 앰플이랑 시너지가 넘 좋음.. 특히 단지형 아니고 튜브형이라 넘 좋음 별로 끈적이지 않고 너무 되직하지도 않고 너무 흐르는제형도 아니라 휘뚤마뚤 바르기 좋음
1491,리얼 히알루로닉 100 크림,가비느님,33세,민감성,여,5,부드럽고 촉촉하고 속건조 잘잡아주고 웰라쥬 브랜드에 신뢰가 팍팍 가는 크림 강추
1492,리얼 히알루로닉 100 크림,뚱냥뚱냥,33세,건성,여,5,"💙 제형 처음 느낌은 살짝 묵직 꾸덕한 느낌이에요. 하지만 피부에 펴바르면 피부 온도에 녹듯이 부드러워지면서 잘 펴발라집니다.   💙 향 향은 향료 무첨가인데 원료 자체의 향도 딱히 없어서 정말 무향이라고 느껴지는 제품이었어요.   💙 사용감 제형에서 느껴지던 그 묵직함이 피부결을 부드럽게 만들어주면서 보습력을 높여줘요. 묵직하지만 답답함은 없었어요! 유수분 밸런스가 좋은 느낌이라 속건조 심한 건성 분들이나, 겨울에 사용하기 정말 좋은 제품이에요. 겨울철 칼바람에도 피부를 보호해 줄 피부 방패막이랄까요ㅎㅎ  성분도 착하고 자극도 전혀 없어서 민감 피부가 사용하기에도 너무 좋았어요. 건성 프로민감러라면 추추추천하는 제품입니다😊👍🏻"
1493,리얼 히알루로닉 100 크림,joo444,24세,복합성,여,5,🖤솔직 간단리뷰🖤 저의 피부타입: 지성 수부지  향✅️ 무향 제형감✅️ 탄력있는 크림제형 발림성✅️ 샤벳처럼 엄청 부드럽게 발린다. 발림성이 좋아서 펴바를때 느낌 좋음! 마무리감✅️ 찐득하지도 않고 너무 유분이 많은 마무리감도 아니다. 지성인데도 안답답했어요.  뭔가 수분크림도 아니고 완전한 보습크림도 아니고 사계절 바르기 좋을것같아요. 제가 지성 수부지라 로션만 바르면 좀 속건조가 느껴지는데 이걸로 바꾸니 속건조 잡아주더라구요. 그리고 진짜 발림성이 맘에 들어용
1494,리얼 히알루로닉 100 크림,툐톨,26세,복합성,여,5,수분감 좋은데 끈적이거나 무겁지 않아요. 귀찮은 날엔 냅다 이거 하나만 얹고 자도 괜찮더라고요. 행사할 때 사서 가성비도 좋게 느껴지니 부담없이 팍팍 잘 쓰고 있어요 ㅎㅎ
1495,리얼 히알루로닉 100 크림,조이쉬,29세,복합성,여,5,셔벗같은 제형의 수분 크림! 바를때 부드럽게 발리고 흡수도 빠른듯해요? 약간 셔벗처럼 사각 한 느낌도 있으면서 부드러워서 마무리 크림으로 좋아요 끈적이지 않고 수분감 괜춘한듯 이번에 웰라쥬 히알루라인 거의 다 쓴것겉은데 개취로 제일 마음에 드네용
1496,리얼 히알루로닉 100 크림,csn,26세,복합성,여,4,앰플사면서 샘플로 받아서 써봤는데 좋더라고요. 유분감 없이 깔끔한 수분크림인데 열감에 녹는듯한 제형으로 흡수되는 느낌이 신기했던 제품이에요. 화장전에 발라도 밀리지 않아요.  피부에 닿는 느낌이 시원해요!! 
1497,리얼 히알루로닉 100 크림,혜브,17세,민감성,여,5,웰라쥬 리얼 히알루로닉 100크림 사용해보았어요! 웰라쥬의 히알루론제품들이 다 유명한걸로 알고있는데 요크림도 넘 기대되더라구요! 발랐을때 정말 단점없는 제형의 수분크림이라고 느꼈어요! 깔끔하고 끈적임이 없는 제형인데도 수분감이 확 느껴져서 속건조 잡기에 좋더라구요 요게 초저분자 히알수가 함유되어있다고해요 그래서인지 보습감이 오래가는편이더라구요 수분크림은 진짜 피부타입안가리고 다 잘쓰실것같아요  
1498,리얼 히알루로닉 100 크림,이쿵푸,24세,민감성,여,5,민감+건성의 피부타입입니당 저는 진짜 피부가 건조하면서 민감한데 히알루론이 잘 맞아요. 안맞는 사람은 안맞는다 하더라구요?? 그래서 올영갔다가 테스트해봤는데 되게 좋더라구요...촉촉하고 발림성 좋고 저한텐 안무거웠어요! 제가 건성이라 좀 무거운 보습크림도 잘 바르고 해서 그런거 같아요 ㅎㅎ 구렇다고 이 수분크림이 찐득한 마무리감도 아니구 딱 촉촉하다 ! 라고 느낄만큼 좋아서 잘 산거 같아요 저희 엄마도 써보고 2통 쟁이고 쓰는 즁...
1499,리얼 히알루로닉 100 크림,밍지ㅇ,26세,복합성,여,3,"흠 올영에서 테스트해보고 수분감 만땅이라 너무 맘에들어서 구매했는데 얼굴에 발라보니 좀 무겁게 느껴졌어요 파워지성은 좀 쓰기 그래요,,,"
1500,리얼 히알루로닉 100 크림,애봉개봉봉봉,36세,복합성,여,5,"대규모 샘플링 통해 토너를 접해봐서 크림도 너무 기대되었는데 기대 이상이었습니다!! 점도있는 크림제형이지만 발림성은 좋아서  롤링할수록 수분이 꽉차는 느낌!  수분 압축크림이라고 하더니 즉각적인 효과에 결따라 발라주니 금방 흡수되고, 끈적임도 없어요 하지만 수분은 팡팡💦  보습효과도 100시간 지속되고  엄격한 테스트를 통해 피부 속보습, 피부결개선도 확인 완료된 제품!  낮엔 수분크림으로 밤에는 수면팩으로  수분 가득 충전하니 당김 없어 너무 좋더라구요!!! "
1501,리얼 히알루로닉 100 크림,주연급리뷰실력,30세,복합성,여,3,발림성도 좋고 보습력은 엄청 좋은 제품 같아요 부드럽고 많이 촉촉한거에 비하면 유분기도 많은편이 아니에요. 흡수력도 꽤 젛은편. 튜브형이라 좋구요. 근데 중요한것은.. 생각외로 제 피부에 안맞아서 바로 트러블 나는 바람에 사용 중단했어요. 저분자히알루론산 빼면 일반적인 성분들은 다 잘맞는 피부라.. 왜 안맞았는지 당황
1502,리얼 히알루로닉 100 크림,힘드렀돠,34세,건성,여,3,"같은 라인 토너는 물토너라 수분감은 없지만 여름이라 부담 없이 잘 사용했는데 함께 사용하려고 구매한 이 크림은 잘 안 맞네요 ㅜㅜ 저는 끈적이는 거 싫어하는 건성이라 차라리 가벼운 제품 여러 번 바르는 편이고, 이 제품은 너무 꾸덕하고 답답했어요 수분감은 적당히 있는 것 같아요 건성이라 그런지 와 개쩐다 촉촉하다 이런 느낌보다는 약간 무겁고 밀리는 느낌이었어요"
1503,리얼 히알루로닉 100 크림,햄츄츄,27세,복합성,여,3,정말 적당히 괜찮은 제품! 유분감은 크게 느껴지지는 않지만 그렇다고 수분만 있는 가볍디 가벼운 제형은 아니에요. 메이크업 전 얇게 바를 수분크림으로 괜찮은 것 같아요
1504,리얼 히알루로닉 100 크림,전주대가,33세,복합성,여,3,"#내돈내산 #끈적임NO  피부 타입: 건성 민감성 제품 용량: 50ml x 2ea 사용 계졀: 4계절  *구매 동기 및 경로 같은 라인의 웰라쥬 히알루로닉 앰플이 워~낙 유명해서 크림은 어떤지 올리브영 매장에서 할인기간에 구매하였음. 현재 올리브영 어플에서 1+1 더블기획으로 no할인가 39000원임.  *제품 사용 후기 우선, 은은한 하늘빛 컬러에 꾸덕한 제형임. 그래서 발림성은 조금 떨어짐. 엄지손톱만큼 손등에 짜서 피부에 도포하면 흡수력는 살짝 애매하지만, 끈적임없이 마무리됨. 레이어링해도 끈적임 전혀 없었음. 이러한 특징때문에 베이스 메이크업이 전혀 뭉치거나 밀리지 않고 착붙으로 올라갔음!! 바른 직후에는 얇은 막이 형성된 것처럼 보습감이 느껴졌고, 근데 다음날에 피부가 특별히 개선됫다고 느끼기엔 어려웠음. 그리고 제품 2개 모두 사용해봐도 속건조나 속보습을 해결해주지는 않았음. 웰라쥬 같은 라인의 앰플하고도 같이 사용해봤는데, 같이 사용하면 피부결이 좀 더 매끄러워지는게 느껴지긴 하나, 특별한 시너지 효과를 볼 수 있다는 건 아니고 그냥 무난했음.  제품 용기는 튜브 타입으로 끝까지 꾹꾹 짜서 사용할 수 있음."
1505,리얼 히알루로닉 100 크림,밍지ㅇ,26세,복합성,여,3,"흠 올영에서 테스트해보고 수분감 만땅이라 너무 맘에들어서 구매했는데 얼굴에 발라보니 좀 무겁게 느껴졌어요 파워지성은 좀 쓰기 그래요,,,"
1506,리얼 히알루로닉 100 크림,주연급리뷰실력,30세,복합성,여,3,발림성도 좋고 보습력은 엄청 좋은 제품 같아요 부드럽고 많이 촉촉한거에 비하면 유분기도 많은편이 아니에요. 흡수력도 꽤 젛은편. 튜브형이라 좋구요. 근데 중요한것은.. 생각외로 제 피부에 안맞아서 바로 트러블 나는 바람에 사용 중단했어요. 저분자히알루론산 빼면 일반적인 성분들은 다 잘맞는 피부라.. 왜 안맞았는지 당황
1507,리얼 히알루로닉 100 크림,펭랑해,34세,건성,여,3,유수분 밸런스가 잘 맞는 스탈이긴 해요  그래서 웬만한 피부타입은 마무리로 요것만 발라도 수분커버는 다 될듯합니다  그치만 좀 밀리는 타입이라 화장전에는 맞지 않고 나이트케어나 집에 있을때나 쓸 수있는 게 좀 단점 ;; 사실 이거 말고도 좋은 유수분 밸런스 맞는 수분크림이 많아서 꼭 이걸 살 필요는 없을 듯
1508,리얼 히알루로닉 100 크림,츀힌,23세,복합성,여,3,인기 많아서 계속 써보고 싶었던 제품인데 기대해서 그런가 엄청 좋다는 생각은 안들었어요 제형이 보기에는 되직해보이는데 바르면 수분팡팡하면서 발림성이 엄청 좋아요 바를 때는 수분감이 엄청 있는거같은데 속보습이 안되는거같아요 겉에 막만 씌워주는 느낌..? 겉으로 보기에는 촉촉해보이는데  뭔가 피부가 속까지 촉촉하다 느낌은 안들어요 아쉽ㅜ
